date,average,industry
1981-02,1.745,Financial
1981-03,1.887,Financial
1981-04,2.268,Financial
1981-05,2.207,Financial
1981-06,2.276,Financial
1981-07,2.124,Financial
1981-08,2.024,Financial
1981-09,1.839,Financial
1981-10,1.938,Financial
1981-11,2.033,Financial
1981-12,1.958,Financial
1982-01,1.851,Financial
1982-02,1.762,Financial
1982-03,1.697,Financial
1982-04,1.738,Financial
1982-05,1.684,Financial
1982-06,1.648,Financial
1982-07,1.615,Financial
1982-08,1.662,Financial
1982-09,1.847,Financial
1982-10,2.04,Financial
1982-11,2.141,Financial
1982-12,2.071,Financial
1983-01,2.114,Financial
1983-02,2.166,Financial
1983-03,2.332,Financial
1983-04,2.557,Financial
1983-05,2.82,Financial
1983-06,2.876,Financial
1983-07,2.775,Financial
1983-08,2.672,Financial
1983-09,2.697,Financial
1983-10,2.631,Financial
1983-11,2.767,Financial
1983-12,2.797,Financial
1984-01,2.915,Financial
1984-02,2.832,Financial
1984-03,2.774,Financial
1984-04,2.68,Financial
1984-05,2.592,Financial
1984-06,2.538,Financial
1984-07,2.516,Financial
1984-08,2.785,Financial
1984-09,2.851,Financial
1984-10,2.917,Financial
1984-11,3.003,Financial
1984-12,3.071,Financial
1985-01,3.207,Financial
1985-02,3.335,Financial
1985-03,3.284,Financial
1985-04,3.386,Financial
1985-05,3.539,Financial
1985-06,3.698,Financial
1985-07,3.754,Financial
1985-08,3.612,Financial
1985-09,3.478,Financial
1985-10,3.459,Financial
1985-11,3.854,Financial
1985-12,3.98,Financial
1986-01,4.093,Financial
1986-02,4.606,Financial
1986-03,4.931,Financial
1986-04,4.816,Financial
1986-05,4.676,Financial
1986-06,4.842,Financial
1986-07,4.909,Financial
1986-08,5.191,Financial
1986-09,4.944,Financial
1986-10,4.986,Financial
1986-11,5.033,Financial
1986-12,5.085,Financial
1987-01,5.403,Financial
1987-02,5.855,Financial
1987-03,5.864,Financial
1987-04,5.386,Financial
1987-05,4.891,Financial
1987-06,5.289,Financial
1987-07,5.179,Financial
1987-08,5.744,Financial
1987-09,5.428,Financial
1987-10,4.714,Financial
1987-11,3.548,Financial
1987-12,3.188,Financial
1988-01,3.452,Financial
1988-02,3.722,Financial
1988-03,3.904,Financial
1988-04,3.589,Financial
1988-05,3.46,Financial
1988-06,3.835,Financial
1988-07,3.863,Financial
1988-08,4.151,Financial
1988-09,4.267,Financial
1988-10,4.289,Financial
1988-11,4.199,Financial
1988-12,3.991,Financial
1989-01,3.833,Financial
1989-02,4.072,Financial
1989-03,4.027,Financial
1989-04,4.116,Financial
1989-05,4.241,Financial
1989-06,4.603,Financial
1989-07,4.805,Financial
1989-08,5.184,Financial
1989-09,5.141,Financial
1989-10,5.257,Financial
1989-11,4.974,Financial
1989-12,4.88,Financial
1990-01,4.772,Financial
1990-02,4.472,Financial
1990-03,4.485,Financial
1990-04,4.473,Financial
1990-05,4.807,Financial
1990-06,5.1,Financial
1990-07,5.059,Financial
1990-08,4.394,Financial
1990-09,3.748,Financial
1990-10,2.948,Financial
1990-11,3.14,Financial
1990-12,3.452,Financial
1991-01,3.475,Financial
1991-02,4.354,Financial
1991-03,4.553,Financial
1991-04,4.785,Financial
1991-05,4.613,Financial
1991-06,4.726,Financial
1991-07,4.72,Financial
1991-08,5.185,Financial
1991-09,5.181,Financial
1991-10,5.134,Financial
1991-11,5.101,Financial
1991-12,4.993,Financial
1992-01,5.886,Financial
1992-02,6.061,Financial
1992-03,6.106,Financial
1992-04,6.048,Financial
1992-05,6.264,Financial
1992-06,6.1,Financial
1992-07,6.393,Financial
1992-08,6.346,Financial
1992-09,6.231,Financial
1992-10,6.371,Financial
1992-11,6.754,Financial
1992-12,7.253,Financial
1993-01,7.606,Financial
1993-02,7.325,Financial
1993-03,8.32,Financial
1993-04,8.474,Financial
1993-05,8.318,Financial
1993-06,8.47,Financial
1993-07,9.312,Financial
1993-08,9.756,Financial
1993-09,10.506,Financial
1993-10,10.514,Financial
1993-11,9.403,Financial
1993-12,9.39,Financial
1994-01,9.402,Financial
1994-02,9.205,Financial
1994-03,8.658,Financial
1994-04,8.635,Financial
1994-05,8.607,Financial
1994-06,8.714,Financial
1994-07,8.456,Financial
1994-08,8.961,Financial
1994-09,8.894,Financial
1994-10,8.513,Financial
1994-11,8.512,Financial
1994-12,8.331,Financial
1995-01,8.818,Financial
1995-02,9.703,Financial
1995-03,9.665,Financial
1995-04,10.072,Financial
1995-05,10.713,Financial
1995-06,10.949,Financial
1995-07,11.53,Financial
1995-08,12.077,Financial
1995-09,13.103,Financial
1995-10,13.31,Financial
1995-11,13.673,Financial
1995-12,14.598,Financial
1996-01,14.524,Financial
1996-02,16.051,Financial
1996-03,15.944,Financial
1996-04,15.668,Financial
1996-05,16.478,Financial
1996-06,16.901,Financial
1996-07,16.442,Financial
1996-08,17.471,Financial
1996-09,17.7,Financial
1996-10,19.299,Financial
1996-11,21.3,Financial
1996-12,21.282,Financial
1997-01,22.934,Financial
1997-02,25.563,Financial
1997-03,25.226,Financial
1997-04,23.825,Financial
1997-05,26.319,Financial
1997-06,29.008,Financial
1997-07,31.257,Financial
1997-08,31.179,Financial
1997-09,31.35,Financial
1997-10,32.963,Financial
1997-11,32.706,Financial
1997-12,35.229,Financial
1998-01,33.764,Financial
1998-02,37.059,Financial
1998-03,40.729,Financial
1998-04,44.026,Financial
1998-05,43.215,Financial
1998-06,44.191,Financial
1998-07,47.25,Financial
1998-08,40.689,Financial
1998-09,30.878,Financial
1998-10,30.82,Financial
1998-11,35.601,Financial
1998-12,37.08,Financial
1999-01,39.786,Financial
1999-02,40.966,Financial
1999-03,45.944,Financial
1999-04,50.372,Financial
1999-05,48.56,Financial
1999-06,46.708,Financial
1999-07,49.437,Financial
1999-08,46.5,Financial
1999-09,45.071,Financial
1999-10,47.024,Financial
1999-11,53.836,Financial
1999-12,54.17,Financial
2000-01,54.103,Financial
2000-02,52.826,Financial
2000-03,57.142,Financial
2000-04,59.513,Financial
2000-05,57.259,Financial
2000-06,60.698,Financial
2000-07,64.19,Financial
2000-08,70.853,Financial
2000-09,70.326,Financial
2000-10,64.455,Financial
2000-11,62.453,Financial
2000-12,62.957,Financial
2001-01,68.625,Financial
2001-02,66.351,Financial
2001-03,58.416,Financial
2001-04,59.091,Financial
2001-05,63.674,Financial
2001-06,62.846,Financial
2001-07,61.105,Financial
2001-08,59.496,Financial
2001-09,50.956,Financial
2001-10,55.69,Financial
2001-11,59.71,Financial
2001-12,60.335,Financial
2002-01,61.211,Financial
2002-02,55.939,Financial
2002-03,61.227,Financial
2002-04,59.224,Financial
2002-05,57.774,Financial
2002-06,53.423,Financial
2002-07,47.652,Financial
2002-08,48.664,Financial
2002-09,45.096,Financial
2002-10,46.914,Financial
2002-11,52.6,Financial
2002-12,51.873,Financial
2003-01,51.403,Financial
2003-02,47.16,Financial
2003-03,48.628,Financial
2003-04,53.642,Financial
2003-05,55.926,Financial
2003-06,60.936,Financial
2003-07,62.64,Financial
2003-08,61.914,Financial
2003-09,63.457,Financial
2003-10,66.099,Financial
2003-11,66.852,Financial
2003-12,68.047,Financial
2004-01,70.864,Financial
2004-02,72.166,Financial
2004-03,72.792,Financial
2004-04,72.336,Financial
2004-05,67.899,Financial
2004-06,68.687,Financial
2004-07,66.32,Financial
2004-08,66.659,Financial
2004-09,68.377,Financial
2004-10,66.95,Financial
2004-11,70.011,Financial
2004-12,71.816,Financial
2005-01,72.505,Financial
2005-02,74.605,Financial
2005-03,72.21,Financial
2005-04,70.628,Financial
2005-05,71.207,Financial
2005-06,71.719,Financial
2005-07,70.794,Financial
2005-08,70.008,Financial
2005-09,71.553,Financial
2005-10,71.986,Financial
2005-11,76.739,Financial
2005-12,78.35,Financial
2006-01,77.926,Financial
2006-02,77.854,Financial
2006-03,79.824,Financial
2006-04,82.197,Financial
2006-05,74.718,Financial
2006-06,73.386,Financial
2006-07,73.231,Financial
2006-08,75.335,Financial
2006-09,77.571,Financial
2006-10,81.457,Financial
2006-11,83.604,Financial
2006-12,87.101,Financial
2007-01,89.019,Financial
2007-02,89.116,Financial
2007-03,84.856,Financial
2007-04,88.294,Financial
2007-05,92.233,Financial
2007-06,91.084,Financial
2007-07,87.67,Financial
2007-08,82.021,Financial
2007-09,83.569,Financial
2007-10,86.258,Financial
2007-11,75.541,Financial
2007-12,73.53,Financial
2008-01,66.65,Financial
2008-02,65.203,Financial
2008-03,54.159,Financial
2008-04,58.456,Financial
2008-05,59.006,Financial
2008-06,53.415,Financial
2008-07,50.176,Financial
2008-08,50.907,Financial
2008-09,49.303,Financial
2008-10,40.673,Financial
2008-11,29.885,Financial
2008-12,28.01,Financial
2009-01,24.894,Financial
2009-02,23.092,Financial
2009-03,22.522,Financial
2009-04,27.775,Financial
2009-05,31.437,Financial
2009-06,31.487,Financial
2009-07,32.275,Financial
2009-08,36.713,Financial
2009-09,38.326,Financial
2009-10,39.422,Financial
2009-11,38.977,Financial
2009-12,37.674,Financial
2010-01,38.047,Financial
2010-02,37.15,Financial
2010-03,40.542,Financial
2010-04,41.601,Financial
2010-05,37.03,Financial
2010-06,35.78,Financial
2010-07,36.627,Financial
2010-08,36.653,Financial
2010-09,37.152,Financial
2010-10,37.847,Financial
2010-11,38.997,Financial
2010-12,39.872,Financial
2011-01,41.027,Financial
2011-02,41.562,Financial
2011-03,40.499,Financial
2011-04,40.228,Financial
2011-05,38.738,Financial
2011-06,36.656,Financial
2011-07,37.574,Financial
2011-08,33.638,Financial
2011-09,31.821,Financial
2011-10,32.429,Financial
2011-11,32.415,Financial
2011-12,32.624,Financial
2012-01,34.368,Financial
2012-02,37.131,Financial
2012-03,39.236,Financial
2012-04,39.036,Financial
2012-05,36.44,Financial
2012-06,35.31,Financial
2012-07,36.377,Financial
2012-08,37.441,Financial
2012-09,39.964,Financial
2012-10,41.214,Financial
2012-11,40.692,Financial
2012-12,42.156,Financial
2013-01,45.959,Financial
2013-02,47.853,Financial
2013-03,49.003,Financial
2013-04,48.878,Financial
2013-05,52.472,Financial
2013-06,53.709,Financial
2013-07,55.181,Financial
2013-08,54.945,Financial
2013-09,55.635,Financial
2013-10,56.172,Financial
2013-11,58.231,Financial
2013-12,60.295,Financial
2014-01,61.267,Financial
2014-02,59.378,Financial
2014-03,61.638,Financial
2014-04,59.83,Financial
2014-05,60.112,Financial
2014-06,61.983,Financial
2014-07,62.788,Financial
2014-08,62.944,Financial
2014-09,65.157,Financial
2014-10,64.21,Financial
2014-11,68.81,Financial
2014-12,70.437,Financial
2015-01,67.385,Financial
2015-02,68.529,Financial
2015-03,68.794,Financial
2015-04,69.012,Financial
2015-05,71.145,Financial
2015-06,72.233,Financial
2015-07,72.465,Financial
2015-08,70.901,Financial
2015-09,66.53,Financial
2015-10,68.34,Financial
2015-11,70.541,Financial
2015-12,68.857,Financial
2016-01,62.054,Financial
2016-02,59.158,Financial
2016-03,62.597,Financial
2016-04,65.292,Financial
2016-05,65.459,Financial
2016-06,63.974,Financial
2016-07,64.768,Financial
2016-08,67.389,Financial
2016-09,68.334,Financial
2016-10,69.024,Financial
2016-11,74.984,Financial
2016-12,81.725,Financial
2017-01,82.699,Financial
2017-02,85.074,Financial
2017-03,86.29,Financial
2017-04,83.432,Financial
2017-05,84.046,Financial
2017-06,85.784,Financial
2017-07,88.432,Financial
2017-08,90.071,Financial
2017-09,91.89,Financial
2017-10,96.837,Financial
2017-11,97.527,Financial
2017-12,102.13,Financial
2018-01,107.421,Financial
2018-02,107.006,Financial
2018-03,107.191,Financial
2018-04,104.513,Financial
2018-05,106.212,Financial
2018-06,105.401,Financial
2018-07,107.429,Financial
2018-08,110.988,Financial
2018-09,113.445,Financial
2018-10,108.326,Financial
2018-11,107.022,Financial
2018-12,98.234,Financial
2019-01,101.164,Financial
2019-02,106.607,Financial
2019-03,108.457,Financial
2019-04,113.249,Financial
2019-05,113.842,Financial
2019-06,115.416,Financial
2019-07,121.878,Financial
2019-08,117.334,Financial
2019-09,120.672,Financial
2019-10,120.272,Financial
2019-11,126.677,Financial
2019-12,130.618,Financial
2020-01,136.698,Financial
2020-02,135.912,Financial
2020-03,104.211,Financial
2020-04,103.255,Financial
2020-05,107.838,Financial
2020-06,117.14,Financial
2020-07,116.627,Financial
2020-08,123.47,Financial
2020-09,123.523,Financial
2020-10,122.025,Financial
2020-11,128.929,Financial
2020-12,137.317,Financial
2021-01,143.729,Financial
2021-02,149.174,Financial
2021-03,161.026,Financial
2021-04,165.872,Financial
2021-05,172.211,Financial
2021-06,173.905,Financial
2021-07,175.401,Financial
2021-08,178.012,Financial
2021-09,174.384,Financial
2021-10,178.178,Financial
2021-11,175.345,Financial
2021-12,172.682,Financial
2022-01,177.849,Financial
2022-02,180.996,Financial
2022-03,170.93,Financial
2022-04,170.731,Financial
2022-05,160.877,Financial
2022-06,153.864,Financial
2022-07,153.911,Financial
2022-08,163.253,Financial
2022-09,151.933,Financial
2022-10,149.564,Financial
2022-11,167.326,Financial
2022-12,166.499,Financial
2023-01,172.609,Financial
2023-02,177.093,Financial
2023-03,167.038,Financial
2023-04,171.405,Financial
2023-05,170.786,Financial
2023-06,174.63,Financial
2023-07,181.997,Financial
2023-08,181.553,Financial
2023-09,181.516,Financial
2023-10,172.101,Financial
2023-11,180.839,Financial
2023-12,193.802,Financial
2024-01,201.372,Financial
2024-02,212.975,Financial
2024-03,220.314,Financial
2024-04,220.9,Financial
2024-05,227.176,Financial
2024-06,225.686,Financial
2024-07,233.336,Financial
2024-08,236.976,Financial
2024-09,244.172,Financial
2024-10,252.358,Financial
