date,average,industry
1995-12,6.938,Health
1996-01,6.966,Health
1996-02,7.475,Health
1996-03,7.318,Health
1996-04,7.04,Health
1996-05,7.039,Health
1996-06,7.24,Health
1996-07,6.825,Health
1996-08,7.187,Health
1996-09,7.437,Health
1996-10,7.766,Health
1996-11,8.108,Health
1996-12,8.015,Health
1997-01,8.254,Health
1997-02,8.912,Health
1997-03,8.759,Health
1997-04,8.459,Health
1997-05,9.15,Health
1997-06,9.674,Health
1997-07,10.084,Health
1997-08,9.514,Health
1997-09,9.591,Health
1997-10,9.758,Health
1997-11,9.814,Health
1997-12,10.534,Health
1998-01,10.748,Health
1998-02,11.742,Health
1998-03,12.324,Health
1998-04,12.458,Health
1998-05,12.28,Health
1998-06,12.855,Health
1998-07,13.502,Health
1998-08,12.451,Health
1998-09,12.652,Health
1998-10,12.807,Health
1998-11,14.167,Health
1998-12,14.774,Health
1999-01,15.338,Health
1999-02,16.344,Health
1999-03,17.08,Health
1999-04,16.944,Health
1999-05,15.675,Health
1999-06,15.508,Health
1999-07,16.462,Health
1999-08,16.518,Health
1999-09,17.045,Health
1999-10,17.19,Health
1999-11,18.011,Health
1999-12,17.429,Health
2000-01,19.376,Health
2000-02,19.254,Health
2000-03,18.598,Health
2000-04,19.409,Health
2000-05,20.299,Health
2000-06,21.006,Health
2000-07,21.887,Health
2000-08,22.026,Health
2000-09,21.668,Health
2000-10,22.133,Health
2000-11,22.774,Health
2000-12,23.558,Health
2001-01,22.399,Health
2001-02,22.795,Health
2001-03,21.142,Health
2001-04,20.536,Health
2001-05,21.488,Health
2001-06,21.9,Health
2001-07,21.064,Health
2001-08,21.607,Health
2001-09,20.784,Health
2001-10,21.405,Health
2001-11,21.599,Health
2001-12,21.881,Health
2002-01,21.287,Health
2002-02,21.586,Health
2002-03,22.099,Health
2002-04,21.576,Health
2002-05,20.833,Health
2002-06,19.444,Health
2002-07,17.26,Health
2002-08,18.865,Health
2002-09,18.381,Health
2002-10,19.677,Health
2002-11,20.325,Health
2002-12,19.985,Health
2003-01,20.033,Health
2003-02,19.584,Health
2003-03,20.46,Health
2003-04,21.54,Health
2003-05,21.968,Health
2003-06,22.684,Health
2003-07,23.14,Health
2003-08,20.593,Health
2003-09,20.535,Health
2003-10,20.014,Health
2003-11,19.408,Health
2003-12,20.071,Health
2004-01,21.022,Health
2004-02,21.414,Health
2004-03,20.777,Health
2004-04,21.046,Health
2004-05,20.897,Health
2004-06,20.929,Health
2004-07,20.633,Health
2004-08,20.833,Health
2004-09,21.364,Health
2004-10,20.467,Health
2004-11,21.062,Health
2004-12,21.695,Health
2005-01,21.818,Health
2005-02,22.19,Health
2005-03,22.511,Health
2005-04,22.754,Health
2005-05,23.308,Health
2005-06,23.445,Health
2005-07,24.3,Health
2005-08,25.012,Health
2005-09,25.577,Health
2005-10,24.988,Health
2005-11,25.833,Health
2005-12,26.256,Health
2006-01,26.324,Health
2006-02,25.663,Health
2006-03,25.567,Health
2006-04,24.5,Health
2006-05,23.762,Health
2006-06,23.847,Health
2006-07,24.546,Health
2006-08,25.2,Health
2006-09,25.814,Health
2006-10,26.465,Health
2006-11,26.326,Health
2006-12,26.373,Health
2007-01,26.972,Health
2007-02,26.578,Health
2007-03,25.426,Health
2007-04,26.273,Health
2007-05,26.531,Health
2007-06,25.941,Health
2007-07,25.715,Health
2007-08,24.813,Health
2007-09,25.68,Health
2007-10,26.099,Health
2007-11,26.101,Health
2007-12,26.587,Health
2008-01,25.474,Health
2008-02,24.187,Health
2008-03,23.019,Health
2008-04,22.922,Health
2008-05,22.708,Health
2008-06,22.484,Health
2008-07,23.027,Health
2008-08,24.922,Health
2008-09,23.588,Health
2008-10,20.607,Health
2008-11,19.751,Health
2008-12,19.865,Health
2009-01,20.432,Health
2009-02,20.0,Health
2009-03,17.452,Health
2009-04,18.177,Health
2009-05,19.123,Health
2009-06,19.629,Health
2009-07,20.882,Health
2009-08,21.967,Health
2009-09,22.011,Health
2009-10,21.589,Health
2009-11,22.235,Health
2009-12,23.299,Health
2010-01,23.944,Health
2010-02,23.558,Health
2010-03,23.964,Health
2010-04,23.699,Health
2010-05,22.019,Health
2010-06,21.567,Health
2010-07,21.447,Health
2010-08,21.67,Health
2010-09,22.255,Health
2010-10,23.06,Health
2010-11,22.836,Health
2010-12,22.87,Health
2011-01,23.474,Health
2011-02,23.618,Health
2011-03,23.617,Health
2011-04,24.621,Health
2011-05,26.224,Health
2011-06,25.839,Health
2011-07,25.795,Health
2011-08,23.714,Health
2011-09,24.334,Health
2011-10,24.547,Health
2011-11,24.565,Health
2011-12,25.8,Health
2012-01,27.541,Health
2012-02,27.957,Health
2012-03,27.982,Health
2012-04,28.389,Health
2012-05,28.137,Health
2012-06,28.567,Health
2012-07,29.853,Health
2012-08,30.741,Health
2012-09,31.649,Health
2012-10,32.729,Health
2012-11,32.218,Health
2012-12,32.857,Health
2013-01,32.299,Health
2013-02,33.145,Health
2013-03,34.604,Health
2013-04,37.776,Health
2013-05,38.681,Health
2013-06,37.974,Health
2013-07,40.087,Health
2013-08,40.9,Health
2013-09,41.663,Health
2013-10,42.27,Health
2013-11,43.632,Health
2013-12,44.241,Health
2014-01,45.309,Health
2014-02,46.173,Health
2014-03,47.445,Health
2014-04,46.758,Health
2014-05,47.691,Health
2014-06,49.066,Health
2014-07,50.326,Health
2014-08,51.374,Health
2014-09,54.015,Health
2014-10,53.521,Health
2014-11,57.571,Health
2014-12,58.176,Health
2015-01,57.775,Health
2015-02,57.668,Health
2015-03,58.791,Health
2015-04,59.584,Health
2015-05,60.3,Health
2015-06,60.798,Health
2015-07,61.352,Health
2015-08,60.788,Health
2015-09,56.708,Health
2015-10,57.481,Health
2015-11,59.425,Health
2015-12,59.498,Health
2016-01,56.828,Health
2016-02,56.286,Health
2016-03,58.009,Health
2016-04,61.299,Health
2016-05,60.652,Health
2016-06,62.058,Health
2016-07,64.824,Health
2016-08,65.54,Health
2016-09,64.63,Health
2016-10,62.818,Health
2016-11,61.352,Health
2016-12,62.009,Health
2017-01,63.223,Health
2017-02,65.292,Health
2017-03,67.878,Health
2017-04,66.747,Health
2017-05,67.761,Health
2017-06,70.759,Health
2017-07,72.302,Health
2017-08,72.075,Health
2017-09,75.569,Health
2017-10,76.552,Health
2017-11,75.839,Health
2017-12,77.947,Health
2018-01,82.278,Health
2018-02,79.987,Health
2018-03,79.209,Health
2018-04,77.717,Health
2018-05,79.06,Health
2018-06,81.232,Health
2018-07,83.489,Health
2018-08,86.849,Health
2018-09,88.604,Health
2018-10,87.775,Health
2018-11,88.474,Health
2018-12,86.34,Health
2019-01,85.367,Health
2019-02,86.483,Health
2019-03,85.916,Health
2019-04,84.178,Health
2019-05,83.366,Health
2019-06,86.24,Health
2019-07,86.611,Health
2019-08,86.504,Health
2019-09,86.425,Health
2019-10,87.875,Health
2019-11,94.725,Health
2019-12,100.352,Health
2020-01,101.411,Health
2020-02,99.67,Health
2020-03,88.842,Health
2020-04,97.13,Health
2020-05,100.99,Health
2020-06,100.974,Health
2020-07,104.926,Health
2020-08,105.92,Health
2020-09,105.11,Health
2020-10,104.199,Health
2020-11,107.42,Health
2020-12,109.191,Health
2021-01,113.377,Health
2021-02,109.87,Health
2021-03,112.75,Health
2021-04,118.624,Health
2021-05,123.228,Health
2021-06,121.638,Health
2021-07,125.235,Health
2021-08,125.896,Health
2021-09,122.436,Health
2021-10,122.422,Health
2021-11,126.406,Health
2021-12,130.753,Health
2022-01,131.961,Health
2022-02,131.53,Health
2022-03,137.183,Health
2022-04,144.782,Health
2022-05,138.776,Health
2022-06,136.169,Health
2022-07,141.256,Health
2022-08,140.947,Health
2022-09,136.157,Health
2022-10,139.405,Health
2022-11,148.178,Health
2022-12,150.528,Health
2023-01,143.971,Health
2023-02,139.428,Health
2023-03,136.295,Health
2023-04,144.582,Health
2023-05,139.682,Health
2023-06,137.738,Health
2023-07,138.861,Health
2023-08,143.734,Health
2023-09,142.368,Health
2023-10,144.577,Health
2023-11,144.121,Health
2023-12,148.317,Health
2024-01,154.048,Health
2024-02,152.459,Health
2024-03,148.749,Health
2024-04,144.461,Health
2024-05,151.942,Health
2024-06,152.161,Health
2024-07,159.671,Health
2024-08,167.944,Health
2024-09,170.697,Health
2024-10,168.504,Health
